Model,Image,Has_Lesion,Dice,IoU,Precision,Recall,GT_Lesion_Pixels,Pred_Lesion_Pixels,IRF_Dice,IRF_IoU,IRF_Precision,IRF_Recall,SRF_Dice,SRF_IoU,SRF_Precision,SRF_Recall,PED_Dice,PED_IoU,PED_Precision,PED_Recall
Standard U-Net,Duke_Duke_Subject_01_slice010.png,1,0.3959349593495935,0.2870140612076096,0.375177304964539,0.4238095238095238,89,67,0.4878048780487805,0.3225806451612903,0.425531914893617,0.5714285714285714,0.7,0.5384615384615384,0.7,0.7,0.0,0.0,0.0,0.0
Standard U-Net,Duke_Duke_Subject_01_slice015.png,1,0.7306981975306517,0.5791318760359009,0.7641866715533565,0.730605644052721,443,379,0.7688984881209503,0.624561403508772,0.8317757009345794,0.714859437751004,0.7777777777777778,0.6363636363636364,0.6666666666666666,0.9333333333333333,0.6454183266932271,0.4764705882352941,0.7941176470588235,0.5436241610738255
Standard U-Net,Duke_Duke_Subject_01_slice030.png,1,0.6754267579243924,0.5570363444451861,0.8149716043813688,0.6246819287150874,3618,2734,0.8249422632794458,0.7020440251572327,0.9244306418219461,0.7447873227689742,0.33064516129032256,0.19806763285024154,0.6871508379888268,0.2176991150442478,0.8706928492034087,0.770997375328084,0.8333333333333334,0.9115593483320403
Standard U-Net,Duke_Duke_Subject_01_slice032.png,1,0.41054624007517754,0.30460800711934555,0.6041121188335883,0.32929136566907463,1692,1259,0.741514360313316,0.5892116182572614,0.8469184890656064,0.6594427244582043,0.49012435991221653,0.3246124031007752,0.9654178674351584,0.3284313725490196,0.0,0.0,0.0,0.0
Standard U-Net,Duke_Duke_Subject_01_slice040.png,1,0.54073756432247,0.3721774193548387,0.4737851662404092,0.6516290726817042,40,57,0.5909090909090909,0.41935483870967744,0.5652173913043478,0.6190476190476191,0.49056603773584906,0.325,0.38235294117647056,0.6842105263157895,,,,
Standard U-Net,Duke_Duke_Subject_01_slice042.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_01_slice044.png,0,,,,,0,5,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_02_slice025.png,1,0.788487932762742,0.6628150281857949,0.7269378673085055,0.865561517657326,306,361,0.6412213740458015,0.47191011235955055,0.5526315789473685,0.7636363636363637,0.8833333333333333,0.7910447761194029,0.8238341968911918,0.9520958083832335,0.8409090909090909,0.7254901960784313,0.8043478260869565,0.8809523809523809
Standard U-Net,Duke_Duke_Subject_02_slice028.png,1,0.8459512578616353,0.7331168831168831,0.9099090909090909,0.7906593406593406,296,261,0.8377358490566038,0.7207792207792207,0.888,0.7928571428571428,,,,,0.8541666666666666,0.7454545454545455,0.9318181818181818,0.7884615384615384
Standard U-Net,Duke_Duke_Subject_02_slice044.png,0,,,,,0,75,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_02_slice045.png,1,0.7349681340480311,0.601111111111111,0.7214086150256364,0.7617506752253674,150,157,0.8413793103448276,0.7261904761904762,0.7922077922077922,0.8970588235294118,0.5263157894736842,0.35714285714285715,0.6060606060606061,0.46511627906976744,0.8372093023255814,0.72,0.7659574468085106,0.9230769230769231
Standard U-Net,Duke_Duke_Subject_03_slice025.png,1,0.7651006711409396,0.6195652173913043,0.8321167883211679,0.7080745341614907,161,162,0.7651006711409396,0.6195652173913043,0.8321167883211679,0.7080745341614907,,,,,,,,
Standard U-Net,Duke_Duke_Subject_03_slice030.png,1,0.6394009216589862,0.4766601833842734,0.8732943469785575,0.5108452950558213,112,65,0.7311827956989247,0.576271186440678,0.8947368421052632,0.6181818181818182,0.5476190476190477,0.3770491803278688,0.8518518518518519,0.40350877192982454,,,,
Standard U-Net,Duke_Duke_Subject_03_slice032.png,1,0.5393197278911565,0.37148696985181395,0.7391304347826086,0.5578947368421052,169,128,0.48,0.3157894736842105,1.0,0.3157894736842105,0.5986394557823129,0.42718446601941745,0.4782608695652174,0.8,,,,
Standard U-Net,Duke_Duke_Subject_03_slice043.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_03_slice058.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_04_slice003.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_04_slice011.png,1,0.1273031825795645,0.07867494824016563,0.23899371069182387,0.0867579908675799,211,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38190954773869346,0.2360248447204969,0.7169811320754716,0.2602739726027397
Standard U-Net,Duke_Duke_Subject_04_slice016.png,1,0.7454167777026149,0.6237183868762816,0.7629866322701688,0.7662562562562562,160,170,0.8571428571428571,0.75,0.9512195121951219,0.78,0.8840579710144928,0.7922077922077922,0.953125,0.8243243243243243,0.49504950495049505,0.32894736842105265,0.38461538461538464,0.6944444444444444
Standard U-Net,Duke_Duke_Subject_04_slice021.png,1,0.6046952113405598,0.4513723444338173,0.5425478803961776,0.7120492828170905,207,283,0.4878048780487805,0.3225806451612903,0.39473684210526316,0.6382978723404256,0.8156424581005587,0.6886792452830188,0.8295454545454546,0.8021978021978022,0.5106382978723404,0.34285714285714286,0.40336134453781514,0.6956521739130435
Standard U-Net,Duke_Duke_Subject_04_slice024.png,1,0.4871855622049471,0.36597585513078473,0.45418884445199154,0.616093578269744,998,846,0.5641025641025641,0.39285714285714285,0.39285714285714285,1.0,0.11320754716981132,0.06,0.0967741935483871,0.13636363636363635,0.7842465753424658,0.6450704225352113,0.8729351969504447,0.7119170984455958
Standard U-Net,Duke_Duke_Subject_04_slice026.png,1,0.28880011836070424,0.25476376925084837,0.26449864498644987,0.31801889866405997,1117,1319,0.8664003550821128,0.7642913077525451,0.7934959349593496,0.9540566959921799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Standard U-Net,Duke_Duke_Subject_04_slice028.png,1,0.3215672513010351,0.2772229353872486,0.3221330816422841,0.482822576042915,206,423,0.8823529411764706,0.7894736842105263,0.9202453987730062,0.847457627118644,0.024096385542168676,0.012195121951219513,0.015384615384615385,0.05555555555555555,0.05825242718446602,0.03,0.03076923076923077,0.5454545454545454
Standard U-Net,Duke_Duke_Subject_04_slice031.png,1,0.47763563061490116,0.3723147291602426,0.4375760102852775,0.5498236331569665,180,366,0.698961937716263,0.5372340425531915,0.5580110497237569,0.9351851851851852,0.7339449541284404,0.5797101449275363,0.7547169811320755,0.7142857142857143,0.0,0.0,0.0,0.0
Standard U-Net,Duke_Duke_Subject_04_slice036.png,0,,,,,0,20,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_05_slice021.png,0,,,,,0,281,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_05_slice026.png,1,0.8265293364131582,0.7091626090484886,0.8223377310929424,0.8324266500283896,1978,1906,0.8584579976985041,0.7520161290322581,0.8515981735159818,0.8654292343387471,0.7380952380952381,0.5849056603773585,0.7045454545454546,0.775,0.8830347734457323,0.7905660377358491,0.9108695652173913,0.8568507157464212
Standard U-Net,Duke_Duke_Subject_05_slice028.png,1,0.6604175997904307,0.5311540997742779,0.7656940879058833,0.5809228019515033,1755,1358,0.8314606741573034,0.7115384615384616,0.9641693811074918,0.7308641975308642,0.8049645390070922,0.6735905044510386,0.9162462159434914,0.7177865612648221,0.3448275862068966,0.20833333333333334,0.4166666666666667,0.29411764705882354
Standard U-Net,Duke_Duke_Subject_05_slice038.png,1,0.6487723035342082,0.48110303953292105,0.7929551861297627,0.6603766203626961,376,300,0.6851851851851852,0.5211267605633803,0.961038961038961,0.5323741007194245,0.6020408163265306,0.4306569343065693,0.44029850746268656,0.9516129032258065,0.6590909090909091,0.4915254237288136,0.9775280898876404,0.49714285714285716
Standard U-Net,Duke_Duke_Subject_05_slice039.png,0,,,,,0,188,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_05_slice042.png,0,,,,,0,39,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_05_slice043.png,1,0.6128852092778764,0.4505551829495491,0.7238525606946661,0.6196972824217407,191,148,0.7543859649122807,0.6056338028169014,0.7543859649122807,0.7543859649122807,0.5842696629213483,0.4126984126984127,0.4727272727272727,0.7647058823529411,0.5,0.3333333333333333,0.9444444444444444,0.34
Standard U-Net,Duke_Duke_Subject_06_slice013.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_06_slice014.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_06_slice032.png,1,0.6940927821661766,0.5521895012733972,0.5932921501441859,0.9060769148136213,343,457,0.5142857142857142,0.34615384615384615,0.35526315789473684,0.9310344827586207,0.8807339449541285,0.7868852459016393,0.8648648648648649,0.897196261682243,0.6872586872586872,0.5235294117647059,0.559748427672956,0.89
Standard U-Net,Duke_Duke_Subject_06_slice040.png,1,0.6256827410781916,0.47744514472455646,0.5468800832845339,0.7348289325656806,211,289,0.47191011235955055,0.3088235294117647,0.3853211009174312,0.6086956521739131,0.8502994011976048,0.7395833333333334,0.7553191489361702,0.9726027397260274,0.5548387096774193,0.38392857142857145,0.5,0.6231884057971014
Standard U-Net,Duke_Duke_Subject_07_slice012.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_07_slice029.png,1,0.5504587155963303,0.379746835443038,0.9375,0.38961038961038963,154,112,0.5504587155963303,0.379746835443038,0.9375,0.38961038961038963,,,,,,,,
Standard U-Net,Duke_Duke_Subject_07_slice031.png,1,0.15134099616858238,0.09789343246592318,0.2831541218637993,0.10326797385620916,272,212,0.4540229885057471,0.2936802973977695,0.8494623655913979,0.30980392156862746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Standard U-Net,Duke_Duke_Subject_07_slice036.png,1,0.5972771190162495,0.5412612612612612,0.5972771190162495,0.5972771190162495,60,56,0.8787878787878788,0.7837837837837838,0.8787878787878788,0.8787878787878788,0.9130434782608695,0.84,0.9130434782608695,0.9130434782608695,0.0,0.0,0.0,0.0
Standard U-Net,Duke_Duke_Subject_08_slice013.png,1,0.75,0.6,0.8571428571428571,0.6666666666666666,36,28,,,,,0.75,0.6,0.8571428571428571,0.6666666666666666,,,,
Standard U-Net,Duke_Duke_Subject_08_slice018.png,1,0.32614204584021544,0.2389385718113612,0.8088235294117647,0.3366950757575758,412,327,,,,,0.6419213973799127,0.47266881028938906,0.6176470588235294,0.6681818181818182,0.010362694300518135,0.005208333333333333,1.0,0.005208333333333333
Standard U-Net,Duke_Duke_Subject_08_slice030.png,1,0.5933174495121398,0.5346963208546299,0.6079761904761904,0.5795971410006499,353,324,0.9038461538461539,0.8245614035087719,0.94,0.8703703703703703,0.8761061946902655,0.7795275590551181,0.8839285714285714,0.868421052631579,0.0,0.0,0.0,0.0
Standard U-Net,Duke_Duke_Subject_08_slice045.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_09_slice028.png,1,0.7611280467688085,0.6178698752228164,0.8498379015620395,0.6898496240601504,116,93,0.8275862068965517,0.7058823529411765,0.9230769230769231,0.75,0.7692307692307693,0.625,0.8333333333333334,0.7142857142857143,0.6865671641791045,0.5227272727272727,0.7931034482758621,0.6052631578947368
Standard U-Net,Duke_Duke_Subject_09_slice030.png,1,0.6366131907308378,0.4793376652986776,0.5230913789053324,0.8380952380952381,77,113,0.72,0.5625,0.6545454545454545,0.8,0.45454545454545453,0.29411764705882354,0.3333333333333333,0.7142857142857143,0.7352941176470589,0.5813953488372093,0.5813953488372093,1.0
Standard U-Net,Duke_Duke_Subject_09_slice032.png,1,0.5367316341829086,0.4495798319327731,0.4807692307692308,0.6076923076923078,56,61,0.8275862068965517,0.7058823529411765,0.75,0.9230769230769231,0.782608695652174,0.6428571428571429,0.6923076923076923,0.9,0.0,0.0,0.0,0.0
Standard U-Net,Duke_Duke_Subject_09_slice035.png,1,0.26436781609195403,0.21904761904761905,0.3066666666666667,0.23232323232323235,50,25,0.7931034482758621,0.6571428571428571,0.92,0.696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Standard U-Net,Duke_Duke_Subject_09_slice039.png,0,,,,,0,1,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_09_slice050.png,1,0.8275862068965517,0.7058823529411765,0.8571428571428571,0.8,15,14,0.8275862068965517,0.7058823529411765,0.8571428571428571,0.8,,,,,,,,
Standard U-Net,Duke_Duke_Subject_10_slice016.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_10_slice020.png,1,0.7087959625090122,0.5489534682580868,0.75031328320802,0.7132144878324844,145,145,,,,,0.7123287671232876,0.5531914893617021,0.6190476190476191,0.8387096774193549,0.7052631578947368,0.5447154471544715,0.881578947368421,0.5877192982456141
Standard U-Net,Duke_Duke_Subject_10_slice030.png,0,,,,,0,17,,,,,,,,,,,,
Standard U-Net,Duke_Duke_Subject_10_slice032.png,1,0.65284178187404,0.48770144189991516,0.7986111111111112,0.5537280701754386,130,90,,,,,0.5913978494623656,0.4198473282442748,0.7638888888888888,0.4824561403508772,0.7142857142857143,0.5555555555555556,0.8333333333333334,0.625
Standard U-Net,Duke_Duke_Subject_10_slice035.png,1,0.5795381089498737,0.4260766961651917,0.5360576923076923,0.6307692307692307,120,182,,,,,0.7394957983193278,0.5866666666666667,0.6875,0.8,0.4195804195804196,0.26548672566371684,0.38461538461538464,0.46153846153846156
Standard U-Net,Duke_Duke_Subject_10_slice040.png,1,0.2708333333333333,0.18571428571428572,0.29545454545454547,0.25,77,24,0.0,0.0,0.0,0.0,0.5416666666666666,0.37142857142857144,0.5909090909090909,0.5,,,,
Standard U-Net,Duke_Duke_Subject_10_slice045.png,1,0.6616956813271413,0.5158790436005626,0.8767123287671232,0.6185974499089253,511,224,,,,,0.8208955223880597,0.6962025316455697,0.7534246575342466,0.9016393442622951,0.502495840266223,0.33555555555555555,1.0,0.33555555555555555
Standard U-Net,Duke_Duke_Subject_10_slice060.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice013.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice016.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice029.png,0,,,,,0,0,,,,,,,,,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice032.png,1,0.8235294117647058,0.7,0.8235294117647058,0.8235294117647058,34,34,,,,,0.8235294117647058,0.7,0.8235294117647058,0.8235294117647058,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice033.png,1,0.8910891089108911,0.8035714285714286,0.9782608695652174,0.8181818181818182,110,92,,,,,0.8910891089108911,0.8035714285714286,0.9782608695652174,0.8181818181818182,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice034.png,1,0.8900523560209425,0.8018867924528302,0.8762886597938144,0.9042553191489362,94,97,,,,,0.8900523560209425,0.8018867924528302,0.8762886597938144,0.9042553191489362,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice035.png,1,0.9169960474308301,0.8467153284671532,0.9586776859504132,0.8787878787878788,132,121,,,,,0.9169960474308301,0.8467153284671532,0.9586776859504132,0.8787878787878788,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice036.png,1,0.894356005788712,0.8089005235602095,0.865546218487395,0.9251497005988024,334,357,,,,,0.894356005788712,0.8089005235602095,0.865546218487395,0.9251497005988024,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice037.png,1,0.9474708171206225,0.9001848428835489,0.945631067961165,0.949317738791423,513,515,,,,,0.9474708171206225,0.9001848428835489,0.945631067961165,0.949317738791423,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice039.png,1,0.9369779802581625,0.8814285714285715,0.9046920821114369,0.9716535433070866,635,682,,,,,0.9369779802581625,0.8814285714285715,0.9046920821114369,0.9716535433070866,,,,
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice042.png,1,0.9329221675244275,0.8751003489686584,0.9209890668700738,0.9454022988505747,930,937,,,,,0.9552752293577982,0.9143798024149287,0.9530892448512586,0.957471264367816,0.9105691056910569,0.835820895522388,0.8888888888888888,0.9333333333333333
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice043.png,1,0.8899912975205381,0.8059813614711422,0.9473814014217321,0.8500382262996942,1022,1028,,,,,0.9434806939003917,0.8930084745762712,0.921311475409836,0.966743119266055,0.8365019011406845,0.7189542483660131,0.9734513274336283,0.7333333333333333
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice046.png,1,0.9280384885326134,0.8660603452772127,0.9185305202352858,0.9393508077366215,1265,1327,,,,,0.942113648433351,0.8905622489959839,0.906026557711951,0.9811946902654868,0.9139633286318759,0.8415584415584415,0.9310344827586207,0.8975069252077562
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice047.png,1,0.9149484486653805,0.8448482190458644,0.8840593215826189,0.9570267911099174,1410,1589,,,,,0.882816605359958,0.7902163687676388,0.7962085308056872,0.9905660377358491,0.9470802919708029,0.8994800693240901,0.9719101123595506,0.9234875444839857
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice048.png,1,0.9531392008815772,0.9105797858706154,0.9477432015699467,0.9586931333755984,1806,1819,,,,,0.9609407811843763,0.9248181083265966,0.9621530698065601,0.959731543624161,0.9453376205787781,0.8963414634146342,0.9333333333333333,0.9576547231270358
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice049.png,1,0.9481170793675526,0.901381515067202,0.9257218426272869,0.9716274153513615,1806,1894,,,,,0.943993159469859,0.8939271255060729,0.9230769230769231,0.9658792650918635,0.9522409992652462,0.908835904628331,0.9283667621776505,0.9773755656108597
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice050.png,1,0.9623628406218007,0.9274911871079979,0.9580290829795008,0.9667988161265452,2072,2085,,,,,0.9579313006561173,0.9192592592592592,0.9590417310664606,0.9568234387047032,0.966794380587484,0.9357231149567367,0.9570164348925411,0.9767741935483871
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice051.png,1,0.9492736803608437,0.9036006954383065,0.9431988451558674,0.9566469294401581,2048,2101,,,,,0.9397781299524565,0.8863976083707026,0.9102072141212586,0.9713349713349714,0.9587692307692308,0.9208037825059102,0.9761904761904762,0.9419588875453446
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice052.png,1,0.9475326995988154,0.9003611469755577,0.9378882428830426,0.9581777058432934,2097,2119,,,,,0.941397445529677,0.8892831795599716,0.9506828528072838,0.9322916666666666,0.9536679536679536,0.9114391143911439,0.9250936329588015,0.9840637450199203
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice054.png,1,0.9601547310813252,0.9236148839389388,0.9459015400950974,0.9748531716506514,2120,2188,,,,,0.9482576557550159,0.9016064257028112,0.9321799307958477,0.9648997134670487,0.9720518064076347,0.9456233421750663,0.9596231493943472,0.9848066298342542
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice055.png,1,0.952458099401272,0.9092667999830837,0.9318896107501804,0.973974306202474,2264,2371,,,,,0.9479541734860883,0.9010578718108276,0.9246487867177522,0.9724647414372062,0.9569620253164557,0.9174757281553398,0.9391304347826087,0.9754838709677419
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice056.png,1,0.9568158831960043,0.9172129680267468,0.9683467320820854,0.9461177102107281,2377,2343,,,,,0.9549915397631134,0.913860103626943,0.949528936742934,0.9605173587474473,0.9586402266288951,0.9205658324265505,0.9871645274212368,0.9317180616740088
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice057.png,1,0.9482099985877701,0.9015913138392601,0.940847804818393,0.95621007674456,2402,2458,,,,,0.9417808219178082,0.889967637540453,0.9191176470588235,0.9655898876404494,0.954639175257732,0.9132149901380671,0.9625779625779626,0.9468302658486708
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice058.png,1,0.9498291081212451,0.9047013626957079,0.9500064551872129,0.9497009206681735,2563,2567,,,,,0.9378117725307615,0.8829054477144647,0.9331568497683653,0.9425133689839572,0.9618464437117287,0.926497277676951,0.9668560606060606,0.9568884723523898
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice059.png,1,0.9622492822064207,0.9274226969920022,0.9581928339536774,0.9664217244884707,2701,2719,,,,,0.952288218111003,0.9089219330855018,0.9544567338972023,0.9501295336787565,0.9722103463018384,0.9459234608985025,0.9619289340101523,0.982713915298185
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice060.png,1,0.9514650084317032,0.9077616376623999,0.9525618384767486,0.9507328867560003,2730,2714,,,,,0.9375,0.8823529411764706,0.9517514871116987,0.9236690186016677,0.9654300168634065,0.9331703341483293,0.9533721898417985,0.977796754910333
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice061.png,1,0.9637238075989853,0.9301294436304899,0.97095219037754,0.9566025345271103,2715,2675,,,,,0.954834156669019,0.9135719108710331,0.9616204690831557,0.9481429572529783,0.9726134585289515,0.9466869763899467,0.9802839116719243,0.9650621118012422
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice062.png,1,0.9420022164758035,0.8903714251578185,0.9371873848544343,0.9469106794188702,2693,2721,,,,,0.9442186922792759,0.894331700489853,0.9438700147710487,0.9445676274944568,0.939785740672331,0.886411149825784,0.93050475493782,0.9492537313432836
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice064.png,1,0.9583930969717094,0.9201103898562492,0.9645710059171597,0.9525277129543503,2830,2797,,,,,0.9587513935340022,0.9207708779443254,0.9541420118343196,0.9634055265123226,0.9580348004094166,0.9194499017681729,0.975,0.9416498993963782
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice065.png,1,0.9522002296643919,0.9088404280163306,0.9495971798751219,0.9548212573690957,2783,2798,,,,,0.9454682211357653,0.8965763195435092,0.9415730337078652,0.9493957703927492,0.9589322381930184,0.9211045364891519,0.9576213260423787,0.9602467443454421
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice066.png,1,0.9540493249681355,0.9122733985868181,0.9642881160619163,0.9440368133007897,2877,2816,,,,,0.9451851851851852,0.8960674157303371,0.9529499626587006,0.9375459221160911,0.9629134647510859,0.928479381443299,0.975626269465132,0.9505277044854882
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice067.png,1,0.9406095289630793,0.8881241640388382,0.9260260755861929,0.9572784559334659,2675,2754,,,,,0.9285140562248996,0.8665667166416792,0.8878648233486943,0.9730639730639731,0.9527050017012589,0.9096816114359974,0.9641873278236914,0.9414929388029589
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice070.png,1,0.9566176548794256,0.9170329363550582,0.9480497272984462,0.9653943960500968,2542,2589,,,,,0.9462282398452612,0.8979441997063142,0.9328756674294432,0.9599686028257457,0.96700706991359,0.9361216730038023,0.9632237871674492,0.9708201892744479
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice071.png,1,0.9466345728617819,0.8991564327467377,0.9305152583878582,0.9634456659571577,2380,2467,,,,,0.9298864081472777,0.8689604685212299,0.9067990832696715,0.9541800643086816,0.963382737576286,0.9293523969722456,0.9542314335060449,0.9727112676056338
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice073.png,1,0.9432639289689174,0.8929927316153852,0.9413338455799244,0.9455845176640537,2533,2550,,,,,0.9284390063033,0.8664359861591695,0.913202042304887,0.9441930618401206,0.9580888516345348,0.919549477071601,0.9694656488549618,0.9469759734879868
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice074.png,1,0.9537726358148894,0.9118234104577566,0.9512928964913117,0.9563680696059468,2327,2342,,,,,0.9432595573440644,0.8926123381568926,0.9338645418326693,0.9528455284552846,0.9642857142857143,0.9310344827586207,0.968721251149954,0.959890610756609
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice076.png,1,0.950299134389615,0.9055137638393282,0.9302166056106016,0.9713584682826337,2172,2261,,,,,0.9393042190969653,0.8855547801814375,0.925601750547046,0.9534184823441022,0.9612940496822646,0.9254727474972191,0.9348314606741573,0.9892984542211652
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice078.png,1,0.9418930282853991,0.890322874256886,0.9314926055084092,0.9526519409472423,1880,1917,,,,,0.9323173464813985,0.873215785054576,0.9294012511170688,0.935251798561151,0.9514687100893997,0.9074299634591961,0.9335839598997494,0.9700520833333334
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice079.png,1,0.9480643248528831,0.9013032806932804,0.9339771263906774,0.9629627291285224,1716,1779,,,,,0.942870859337494,0.8919164396003633,0.9160447761194029,0.9713155291790306,0.953257790368272,0.9106901217861976,0.9519094766619519,0.9546099290780142
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice080.png,1,0.9401776612785787,0.8872774017641154,0.9145501989538687,0.9674769880192291,1658,1758,,,,,0.9301587301587302,0.8694362017804155,0.8960244648318043,0.966996699669967,0.9501965923984272,0.9051186017478152,0.9330759330759331,0.9679572763684913
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice081.png,1,0.9313817255300483,0.8721759820673942,0.90383742724672,0.96143913171805,1401,1475,,,,,0.9505165851005981,0.9056994818652849,0.9397849462365592,0.9614961496149615,0.9122468659594986,0.8386524822695035,0.8678899082568807,0.9613821138211383
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice082.png,1,0.9498699477833621,0.9055133755133755,0.9440609002221578,0.9561676391204255,1354,1387,,,,,0.9259656652360515,0.8621378621378621,0.9065126050420168,0.9462719298245614,0.9737742303306728,0.9488888888888889,0.9816091954022989,0.9660633484162896
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice083.png,1,0.9192534569948263,0.8510288528852885,0.9169271488571042,0.9218430301428333,1099,1091,,,,,0.9362200117027502,0.8800880088008801,0.9445100354191264,0.9280742459396751,0.9022869022869023,0.821969696969697,0.889344262295082,0.9156118143459916
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice084.png,1,0.9225406236275802,0.8565077563374952,0.9384424087202035,0.907545435981213,1125,1103,,,,,0.9359903381642513,0.8796821793416572,0.9382566585956417,0.9337349397590361,0.9090909090909091,0.8333333333333334,0.9386281588447654,0.8813559322033898
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice086.png,1,0.9128141369259931,0.8409561543983655,0.9195870226035964,0.907693111654232,905,926,,,,,0.9421926910299003,0.8907035175879398,0.9219765929778934,0.9633152173913043,0.8834355828220859,0.7912087912087912,0.9171974522292994,0.8520710059171598
Standard U-Net,RET_Cirrus_03a60d9078d35b1488e6030880a29014_slice088.png,1,0.906462658128107,0.8299582847187814,0.9471048513302034,0.8694690265486726,762,714,,,,,0.932422171602126,0.8733997155049786,0.9608763693270735,0.9056047197640118,0.8805031446540881,0.7865168539325843,0.9333333333333333,0.8333333333333334
